closed_by,assigned_to,opened_at,caller_id,sys_updated_by,number,sys_updated_on,closed_at,state,short_description,assignment_group,priority,category
Fred Luddy,Howard Johnson,2023-10-23 10:32:00,ITIL User,admin,INC0000000375,2023-10-30 08:40:14.162259049,2023-10-30 08:40:14.162259049,Resolved,Email client not syncing correctly,Service Desk,2 - High,Software
Fred Luddy,Beth Anglin,2023-10-24 10:07:00,David Loo,admin,INC0000000376,2023-10-21 13:29:56.148481247,2023-10-21 13:29:56.148481247,Closed,Email system outage reported by multiple users,Service Desk,1 - Critical,Network
Fred Luddy,Howard Johnson,2023-10-24 13:13:00,Bud Richman,system,INC0000000377,2023-10-26 19:39:20.681756388,2023-10-26 19:39:20.681756388,Resolved,Email system down for multiple users,Service Desk,1 - Critical,Network
Luke Wilson,Fred Luddy,2023-10-26 07:49:00,Bud Richman,employee,INC0000000378,2023-12-10 10:13:00.000000000,2023-12-10 10:13:00.000000000,Resolved,Email system outage reported by several users,Service Desk,1 - Critical,Network
Beth Anglin,Fred Luddy,2023-10-27 08:44:00,David Loo,admin,INC0000000379,2023-12-11 18:19:59.999999999,2023-12-11 18:19:59.999999999,Resolved,Email system down for multiple users,Service Desk,1 - Critical,Network
Luke Wilson,Charlie Whitherspoon,2023-10-28 10:58:00,Bud Richman,employee,INC0000000380,2023-11-03 13:22:48.225390484,2023-11-03 13:22:48.225390484,Resolved,Email system outage reported by several users,Service Desk,1 - Critical,Network
Luke Wilson,Charlie Whitherspoon,2023-10-30 09:05:00,Bud Richman,employee,INC0000000381,2023-10-29 11:20:00.573360268,2023-10-29 11:20:00.573360268,Closed,Email client crashes on startup,Software,2 - High,Software
Luke Wilson,Luke Wilson,2023-10-31 20:16:00,ITIL User,system,INC0000000382,2023-11-09 08:08:10.933745553,2023-11-09 08:08:10.933745553,Closed,Email delivery interruptions detected,Network,2 - High,Network
Charlie Whitherspoon,Beth Anglin,2023-11-01 15:55:00,ITIL User,system,INC0000000383,2023-11-08 04:24:52.579882669,2023-11-08 04:24:52.579882669,Closed,Email client not syncing new messages,Service Desk,2 - High,Software
Howard Johnson,Charlie Whitherspoon,2023-11-02 06:46:00,ITIL User,employee,INC0000000384,2023-11-12 03:47:12.998479041,2023-11-12 03:47:12.998479041,Resolved,Email system slow and unresponsive,Service Desk,2 - High,Software
Luke Wilson,Fred Luddy,2023-11-03 15:32:00,ITIL User,system,INC0000000385,2023-12-21 03:32:00.000000000,2023-12-21 03:32:00.000000000,Closed,Email system outage reported by multiple users,Service Desk,2 - High,Network
Howard Johnson,Fred Luddy,2023-11-04 15:58:00,David Loo,employee,INC0000000386,2023-12-22 11:09:59.999999999,2023-12-22 11:09:59.999999999,Resolved,Unable to access the email server,Network,2 - High,Network
Beth Anglin,Fred Luddy,2023-11-05 18:58:00,Don Goodliffe,employee,INC0000000387,2023-12-23 21:22:00.000000000,2023-12-23 21:22:00.000000000,Resolved,Email system response errors continuously,Service Desk,1 - Critical,Software
Charlie Whitherspoon,Fred Luddy,2023-11-06 16:56:00,ITIL User,system,INC0000000388,2023-12-25 02:31:59.999999999,2023-12-25 02:31:59.999999999,Closed,Email system outage reported by multiple users,Service Desk,1 - Critical,Network
Beth Anglin,Howard Johnson,2023-11-08 01:26:00,ITIL User,system,INC0000000389,2023-11-07 21:42:19.290502986,2023-11-07 21:42:19.290502986,Closed,Email application crashes on startup,Software,2 - High,Software
Fred Luddy,Luke Wilson,2023-11-11 07:13:00,Don Goodliffe,system,INC0000000390,2023-11-12 02:42:56.884023088,2023-11-12 02:42:56.884023088,Resolved,Email system down impacting multiple departments,Service Desk,1 - Critical,Software
Beth Anglin,Charlie Whitherspoon,2023-11-12 03:01:00,Bud Richman,system,INC0000000391,2023-11-23 09:04:11.889727689,2023-11-23 09:04:11.889727689,Closed,Email system down for multiple users,Service Desk,1 - Critical,Software
Charlie Whitherspoon,Fred Luddy,2023-11-14 05:37:00,ITIL User,system,INC0000000392,2024-01-04 00:48:59.999999999,2024-01-04 00:48:59.999999999,Resolved,Email system performance issues,Service Desk,2 - High,Software
Charlie Whitherspoon,Howard Johnson,2023-11-15 04:38:00,Don Goodliffe,system,INC0000000393,2023-11-18 12:39:50.352202917,2023-11-18 12:39:50.352202917,Closed,Email system downtime reported by several users,Service Desk,2 - High,Software
Beth Anglin,Fred Luddy,2023-11-15 08:15:00,ITIL User,system,INC0000000394,2024-01-05 10:39:00.000000000,2024-01-05 10:39:00.000000000,Resolved,Email system outage reported by several users,Service Desk,1 - Critical,Network
Beth Anglin,Howard Johnson,2023-11-16 21:49:00,ITIL User,system,INC0000000395,2023-11-30 12:41:18.424332281,2023-11-30 12:41:18.424332281,Closed,Email system outage impacting entire office,Service Desk,1 - Critical,Network
Beth Anglin,Charlie Whitherspoon,2023-11-17 15:04:00,Don Goodliffe,employee,INC0000000396,2023-11-21 08:35:39.827741810,2023-11-21 08:35:39.827741810,Closed,Email service delays affecting client communications,Service Desk,2 - High,Network
Beth Anglin,Howard Johnson,2023-11-18 12:40:00,Don Goodliffe,system,INC0000000397,2023-11-12 16:35:27.461163921,2023-11-12 16:35:27.461163921,Resolved,Email system downtime reported by several users,Service Desk,2 - High,Software
Luke Wilson,Luke Wilson,2023-11-18 16:45:00,David Loo,admin,INC0000000398,2023-11-19 06:45:22.943809620,2023-11-19 06:45:22.943809620,Closed,Email system down for multiple users,Service Desk,1 - Critical,Network
Howard Johnson,Fred Luddy,2023-11-19 03:46:00,Bud Richman,system,INC0000000399,2024-01-10 10:57:59.999999999,2024-01-10 10:57:59.999999999,Resolved,Email system outage reported by multiple users,Service Desk,2 - High,Software
Fred Luddy,Fred Luddy,2023-11-19 08:53:00,David Loo,system,INC0000000400,2024-01-10 16:04:59.999999999,2024-01-10 16:04:59.999999999,Resolved,Email system running slow,Service Desk,2 - High,Software
Fred Luddy,Charlie Whitherspoon,2023-11-19 09:27:00,Bud Richman,employee,INC0000000401,2023-11-19 13:36:32.242655816,2023-11-19 13:36:32.242655816,Closed,Email system down for multiple users,Service Desk,1 - Critical,Network
Luke Wilson,Beth Anglin,2023-11-19 09:46:00,ITIL User,admin,INC0000000402,2023-11-27 05:24:40.319224642,2023-11-27 05:24:40.319224642,Resolved,Email system response delay issue,Service Desk,2 - High,Software
Charlie Whitherspoon,Howard Johnson,2023-11-20 16:56:00,ITIL User,employee,INC0000000403,2023-11-21 13:40:40.619184877,2023-11-21 13:40:40.619184877,Closed,Email system not responding,Service Desk,2 - High,Software
Charlie Whitherspoon,Howard Johnson,2023-11-21 10:35:00,ITIL User,system,INC0000000404,2023-11-25 09:35:50.327253603,2023-11-25 09:35:50.327253603,Resolved,Email system latency issues reported by multiple users,Service Desk,2 - High,Network
Fred Luddy,Beth Anglin,2023-11-21 15:53:00,David Loo,employee,INC0000000405,2023-11-29 14:52:21.116065491,2023-11-29 14:52:21.116065491,Resolved,Email server connectivity issue observed,Network,2 - High,Network
Luke Wilson,Charlie Whitherspoon,2023-11-21 17:13:00,David Loo,admin,INC0000000406,2023-11-29 07:07:16.765103382,2023-11-29 07:07:16.765103382,Resolved,Email system not responding,Service Desk,1 - Critical,Software
Howard Johnson,Fred Luddy,2023-11-21 19:26:00,Don Goodliffe,system,INC0000000407,2024-01-13 17:02:00.000000000,2024-01-13 17:02:00.000000000,Resolved,Email system running slow for multiple users,Service Desk,2 - High,Software
Luke Wilson,Howard Johnson,2023-11-22 00:37:00,David Loo,employee,INC0000000408,2023-11-22 05:32:33.914137825,2023-11-22 05:32:33.914137825,Resolved,Email system outage reported by multiple users,Service Desk,1 - Critical,Network
Beth Anglin,Charlie Whitherspoon,2023-11-23 17:37:00,Don Goodliffe,system,INC0000000409,2023-11-26 01:32:58.838957820,2023-11-26 01:32:58.838957820,Closed,"Email system down, urgent attention required",Service Desk,1 - Critical,Network
Beth Anglin,Howard Johnson,2023-11-23 20:13:00,Bud Richman,system,INC0000000410,2023-11-30 04:36:43.524795669,2023-11-30 04:36:43.524795669,Resolved,Email system downtime reported,Service Desk,1 - Critical,Software
Luke Wilson,Beth Anglin,2023-11-23 22:16:00,David Loo,admin,INC0000000411,2023-11-27 01:59:20.469838866,2023-11-27 01:59:20.469838866,Resolved,Email system outage affecting multiple users,Service Desk,1 - Critical,Network
Fred Luddy,Howard Johnson,2023-11-24 15:37:00,David Loo,system,INC0000000412,2023-11-29 12:01:54.590417446,2023-11-29 12:01:54.590417446,Resolved,Email system down for multiple users,Service Desk,1 - Critical,Network
Luke Wilson,Luke Wilson,2023-11-25 20:01:00,ITIL User,system,INC0000000413,2023-11-29 20:27:05.558839083,2023-11-29 20:27:05.558839083,Resolved,Email system outage affecting multiple users,Service Desk,1 - Critical,Network
Fred Luddy,Howard Johnson,2023-11-26 09:13:00,ITIL User,system,INC0000000414,2023-12-01 09:55:23.767688493,2023-12-01 09:55:23.767688493,Closed,Email system downtime reported by multiple users,Service Desk,2 - High,Network
Fred Luddy,Charlie Whitherspoon,2023-11-28 01:10:00,ITIL User,employee,INC0000000415,2023-12-03 22:49:12.334862056,2023-12-03 22:49:12.334862056,Closed,Email system downtime affecting entire department,Service Desk,1 - Critical,Software
Howard Johnson,Fred Luddy,2023-11-29 08:38:00,Bud Richman,system,INC0000000416,2024-01-23 15:49:59.999999999,2024-01-23 15:49:59.999999999,Resolved,Email system down for multiple users,Service Desk,1 - Critical,Software
Howard Johnson,Beth Anglin,2023-11-30 09:50:00,Don Goodliffe,employee,INC0000000417,2023-11-23 10:24:18.255690761,2023-11-23 10:24:18.255690761,Resolved,Email system not responding,Service Desk,1 - Critical,Software
Howard Johnson,Beth Anglin,2023-11-30 22:39:00,ITIL User,admin,INC0000000418,2023-12-04 10:24:10.546151020,2023-12-04 10:24:10.546151020,Resolved,Email system downtime affecting multiple users,Service Desk,2 - High,Software
Charlie Whitherspoon,Beth Anglin,2023-12-01 01:09:00,ITIL User,employee,INC0000000419,2023-12-07 17:32:18.871287016,2023-12-07 17:32:18.871287016,Resolved,Email system running slow for multiple users,Service Desk,2 - High,Software
Luke Wilson,Luke Wilson,2023-12-01 14:10:00,David Loo,system,INC0000000420,2023-12-11 11:56:12.432311905,2023-12-11 11:56:12.432311905,Resolved,Email system down impacting department communications,Service Desk,1 - Critical,Network
Howard Johnson,Beth Anglin,2023-12-02 06:23:00,Bud Richman,employee,INC0000000421,2023-12-09 11:50:54.648817827,2023-12-09 11:50:54.648817827,Closed,Email system down for multiple users,Service Desk,1 - Critical,Network
Luke Wilson,Beth Anglin,2023-12-03 10:51:00,ITIL User,employee,INC0000000422,2023-12-03 23:08:48.682310740,2023-12-03 23:08:48.682310740,Closed,Email system outage affecting entire floor,Service Desk,1 - Critical,Network
Charlie Whitherspoon,Beth Anglin,2023-12-04 11:22:00,David Loo,employee,INC0000000423,2023-12-08 04:00:38.677165755,2023-12-08 04:00:38.677165755,Closed,Email server is down since morning,Network,1 - Critical,Network
Howard Johnson,Luke Wilson,2023-12-05 01:25:00,ITIL User,admin,INC0000000424,2023-12-12 18:14:46.217098258,2023-12-12 18:14:46.217098258,Closed,Email system downtime reported by multiple users,Service Desk,1 - Critical,Software
Luke Wilson,Charlie Whitherspoon,2023-12-05 04:18:00,ITIL User,admin,INC0000000425,2023-12-08 14:35:24.302065053,2023-12-08 14:35:24.302065053,Closed,Email server downtime impacting productivity,Service Desk,1 - Critical,Network
Beth Anglin,Fred Luddy,2023-12-05 21:17:00,Don Goodliffe,admin,INC0000000426,2024-01-31 23:41:00.000000000,2024-01-31 23:41:00.000000000,Resolved,Intermittent network outage detected,Network,2 - High,Network
Charlie Whitherspoon,Charlie Whitherspoon,2023-12-06 16:48:00,Bud Richman,employee,INC0000000427,2023-12-21 23:45:04.628020442,2023-12-21 23:45:04.628020442,Closed,Email server downtime reported,Network,1 - Critical,Network
,Fred Luddy,2023-12-08 18:23:00,David Loo,employee,INC0000000428,2023-12-10 18:23:00.000000000,,In Progress,Email system running slow,Service Desk,3 - Moderate,Software
,Fred Luddy,2023-12-08 19:25:00,ITIL User,system,INC0000000429,2023-12-10 19:25:00.000000000,,In Progress,Email system down for multiple users,Service Desk,1 - Critical,Network
,,2023-12-08 19:27:00,David Loo,employee,INC0000000430,2023-12-08 19:27:00.000000000,,New,Email system access error,Service Desk,2 - High,Software
Charlie Whitherspoon,Charlie Whitherspoon,2023-12-09 00:02:00,David Loo,system,INC0000000431,2023-12-18 02:08:31.723792385,2023-12-18 02:08:31.723792385,Resolved,Outage in third-floor network routers,Network,1 - Critical,Network
Beth Anglin,Charlie Whitherspoon,2023-12-09 06:57:00,Bud Richman,employee,INC0000000432,2023-12-08 00:37:21.619742983,2023-12-08 00:37:21.619742983,Closed,Email system outage affecting entire office,Service Desk,1 - Critical,Network
Charlie Whitherspoon,Luke Wilson,2023-12-09 16:39:00,Don Goodliffe,employee,INC0000000433,2023-12-19 23:24:10.322435549,2023-12-19 23:24:10.322435549,Resolved,Email server downtime affecting entire office,Network,1 - Critical,Network
,,2023-12-11 13:03:00,David Loo,employee,INC0000000434,2023-12-11 13:03:00.000000000,,New,Email client not syncing new emails,Service Desk,3 - Moderate,Software
Beth Anglin,Howard Johnson,2023-12-11 15:28:00,ITIL User,employee,INC0000000435,2023-12-11 01:33:21.052287693,2023-12-11 01:33:21.052287693,Closed,Email system downtime reported by multiple users,Service Desk,1 - Critical,Software
Fred Luddy,Howard Johnson,2023-12-12 00:22:00,Don Goodliffe,system,INC0000000436,2023-12-18 01:27:10.815305962,2023-12-18 01:27:10.815305962,Closed,Email client not syncing new messages,Service Desk,2 - High,Software
Fred Luddy,Charlie Whitherspoon,2023-12-13 00:20:00,Bud Richman,admin,INC0000000437,2023-12-15 13:56:16.364900687,2023-12-15 13:56:16.364900687,Resolved,Email system outage reported by multiple users,Service Desk,1 - Critical,Network
,,2023-12-13 02:02:00,Don Goodliffe,employee,INC0000000438,2023-12-13 02:02:00.000000000,,New,Email system outage reported by multiple users,Service Desk,2 - High,Software
,,2023-12-14 06:19:00,David Loo,employee,INC0000000439,2023-12-14 06:19:00.000000000,,New,Email system response delay issue reported,Service Desk,2 - High,Network
Beth Anglin,Howard Johnson,2023-12-14 17:33:00,David Loo,employee,INC0000000440,2023-12-16 23:37:54.857078209,2023-12-16 23:37:54.857078209,Resolved,Email system down for multiple users,Service Desk,1 - Critical,Network
Fred Luddy,Charlie Whitherspoon,2023-12-14 18:36:00,ITIL User,admin,INC0000000441,2023-12-16 04:52:28.948665548,2023-12-16 04:52:28.948665548,Closed,Email client not responding on workstation,Service Desk,2 - High,Software
Luke Wilson,Charlie Whitherspoon,2023-12-14 20:45:00,Don Goodliffe,admin,INC0000000442,2023-12-13 20:15:08.639299168,2023-12-13 20:15:08.639299168,Resolved,Email server outage impacting multiple users,Service Desk,1 - Critical,Network
Charlie Whitherspoon,Luke Wilson,2023-12-15 08:14:00,David Loo,employee,INC0000000443,2023-12-20 21:41:06.121114437,2023-12-20 21:41:06.121114437,Resolved,Email client crashes repeatedly,Software,2 - High,Software
Charlie Whitherspoon,Charlie Whitherspoon,2023-12-15 16:02:00,ITIL User,employee,INC0000000444,2023-12-18 02:50:50.949757950,2023-12-18 02:50:50.949757950,Resolved,Email system access issue reported by user,Service Desk,2 - High,Software
Luke Wilson,Howard Johnson,2023-12-16 02:39:00,Bud Richman,employee,INC0000000445,2023-12-26 10:36:31.920116569,2023-12-26 10:36:31.920116569,Resolved,Email system down for multiple users,Service Desk,1 - Critical,Network
,Fred Luddy,2023-12-16 04:19:00,David Loo,system,INC0000000446,2023-12-16 04:19:00.000000000,,In Progress,Email server connectivity issue,Network,2 - High,Network
Fred Luddy,Howard Johnson,2023-12-17 07:03:00,David Loo,admin,INC0000000447,2023-12-28 04:26:43.114689030,2023-12-28 04:26:43.114689030,Resolved,Email system outage reported by multiple users,Service Desk,1 - Critical,Network
Beth Anglin,Charlie Whitherspoon,2023-12-18 08:55:00,David Loo,employee,INC0000000448,2023-12-23 12:16:34.181515329,2023-12-23 12:16:34.181515329,Closed,Email system running slow for multiple users,Service Desk,2 - High,Software
Howard Johnson,Beth Anglin,2023-12-18 22:12:00,Bud Richman,employee,INC0000000449,2023-12-29 06:03:05.365759105,2023-12-29 06:03:05.365759105,Resolved,Email system outage affecting entire department,Service Desk,1 - Critical,Network
Fred Luddy,Beth Anglin,2023-12-20 10:40:00,ITIL User,system,INC0000000450,2023-12-24 15:18:30.134738039,2023-12-24 15:18:30.134738039,Closed,Email system down for multiple users,Service Desk,1 - Critical,Software
Fred Luddy,Luke Wilson,2023-12-20 13:31:00,ITIL User,system,INC0000000451,2023-12-25 06:29:50.846131318,2023-12-25 06:29:50.846131318,Closed,Email client crashes repeatedly on startup,Service Desk,2 - High,Software
Howard Johnson,Luke Wilson,2023-12-20 14:21:00,Don Goodliffe,system,INC0000000452,2023-12-24 17:24:11.162462457,2023-12-24 17:24:11.162462457,Resolved,Email server response time is slow,Network,2 - High,Network
Fred Luddy,Charlie Whitherspoon,2023-12-21 11:04:00,Bud Richman,admin,INC0000000453,2023-12-20 05:40:15.401492982,2023-12-20 05:40:15.401492982,Resolved,Email system is slow and unresponsive,Service Desk,2 - High,Software
,Fred Luddy,2023-12-21 12:03:00,ITIL User,system,INC0000000454,2023-12-23 12:03:00.000000000,,In Progress,Email system is down,Service Desk,1 - Critical,Network
Beth Anglin,Howard Johnson,2023-12-22 00:19:00,ITIL User,admin,INC0000000455,2023-12-22 15:49:52.789801040,2023-12-22 15:49:52.789801040,Closed,Email system outage reported by multiple users,Service Desk,1 - Critical,Network
Charlie Whitherspoon,Charlie Whitherspoon,2023-12-22 11:22:00,Don Goodliffe,employee,INC0000000456,2023-12-25 01:52:42.634778531,2023-12-25 01:52:42.634778531,Resolved,Email system outage reported by multiple users,Service Desk,1 - Critical,Network
Beth Anglin,Luke Wilson,2023-12-24 13:10:00,David Loo,employee,INC0000000457,2023-12-29 19:36:07.280860960,2023-12-29 19:36:07.280860960,Resolved,Email system lagging during peak hours,Service Desk,2 - High,Software
Howard Johnson,Howard Johnson,2023-12-26 12:48:00,Don Goodliffe,employee,INC0000000458,2024-01-08 00:43:02.273658990,2024-01-08 00:43:02.273658990,Resolved,Email system response time is slow,Service Desk,2 - High,Software
Howard Johnson,Howard Johnson,2023-12-26 23:28:00,David Loo,system,INC0000000459,2023-12-30 23:46:11.026773142,2023-12-30 23:46:11.026773142,Resolved,Email system down for multiple users,Service Desk,1 - Critical,Network
Beth Anglin,Luke Wilson,2023-12-27 07:05:00,ITIL User,employee,INC0000000460,2024-01-03 02:47:12.684338841,2024-01-03 02:47:12.684338841,Closed,Email system outage reported by several users,Service Desk,2 - High,Network
Beth Anglin,Beth Anglin,2023-12-27 22:41:00,David Loo,employee,INC0000000461,2023-12-30 03:39:22.178511482,2023-12-30 03:39:22.178511482,Closed,Email system outage reported,Service Desk,1 - Critical,Software
Howard Johnson,Luke Wilson,2023-12-28 06:09:00,Bud Richman,system,INC0000000462,2024-01-02 18:34:50.553765319,2024-01-02 18:34:50.553765319,Resolved,Email system downtime reported by multiple users,Service Desk,1 - Critical,Software
Luke Wilson,Beth Anglin,2023-12-30 01:00:00,Don Goodliffe,system,INC0000000463,2024-01-01 18:46:03.289133784,2024-01-01 18:46:03.289133784,Resolved,Email system downtime reported,Service Desk,1 - Critical,Software
,Fred Luddy,2023-12-30 10:53:00,ITIL User,system,INC0000000464,2024-01-01 10:53:00.000000000,,In Progress,Email system latency issues reported,Service Desk,2 - High,Software
Howard Johnson,Luke Wilson,2024-01-03 06:54:00,ITIL User,system,INC0000000465,2024-01-11 01:49:35.629390545,2024-01-11 01:49:35.629390545,Resolved,Email system outage affecting entire department,Service Desk,1 - Critical,Network
Howard Johnson,Beth Anglin,2024-01-04 19:15:00,Don Goodliffe,system,INC0000000466,2024-01-05 11:21:56.028719259,2024-01-05 11:21:56.028719259,Closed,Email system outage reported by multiple users,Service Desk,2 - High,Software
Fred Luddy,Beth Anglin,2024-01-05 08:30:00,David Loo,employee,INC0000000467,2024-01-12 02:42:09.244395228,2024-01-12 02:42:09.244395228,Closed,Email system outage reported by multiple users,Service Desk,1 - Critical,Network
Charlie Whitherspoon,Luke Wilson,2024-01-05 09:05:00,Don Goodliffe,system,INC0000000468,2024-01-08 07:12:42.131891345,2024-01-08 07:12:42.131891345,Resolved,Email system performance degradation,Service Desk,2 - High,Software
Luke Wilson,Charlie Whitherspoon,2024-01-05 11:42:00,Don Goodliffe,employee,INC0000000469,2024-01-12 14:37:53.342280738,2024-01-12 14:37:53.342280738,Resolved,Email system downtime reported by multiple users,Service Desk,2 - High,Software
Howard Johnson,Luke Wilson,2024-01-06 18:20:00,Don Goodliffe,admin,INC0000000470,2024-01-12 22:08:07.734343522,2024-01-12 22:08:07.734343522,Closed,Email system latency problems reported by multiple departments,Service Desk,2 - High,Network
Charlie Whitherspoon,Howard Johnson,2024-01-06 19:10:00,David Loo,admin,INC0000000471,2024-01-15 14:53:45.457457225,2024-01-15 14:53:45.457457225,Closed,Email access is slow and intermittent,Service Desk,2 - High,Network
Howard Johnson,Beth Anglin,2024-01-07 05:59:00,ITIL User,system,INC0000000472,2024-01-13 12:14:31.268213125,2024-01-13 12:14:31.268213125,Closed,Email system lagging and causing delays,Service Desk,2 - High,Software
Beth Anglin,Beth Anglin,2024-01-07 21:18:00,Don Goodliffe,employee,INC0000000473,2024-01-03 17:15:21.860142756,2024-01-03 17:15:21.860142756,Resolved,Email system outage reported by several users,Service Desk,1 - Critical,Software
Fred Luddy,Charlie Whitherspoon,2024-01-09 02:38:00,Bud Richman,employee,INC0000000474,2024-01-22 12:23:30.295244439,2024-01-22 12:23:30.295244439,Resolved,Email client not syncing new messages,Service Desk,2 - High,Software
,Fred Luddy,2024-01-09 19:01:00,Don Goodliffe,admin,INC0000000475,2024-01-12 19:01:00.000000000,,In Progress,Email server disruption reported by multiple users,Network,1 - Critical,Network
Luke Wilson,Beth Anglin,2024-01-10 03:59:00,David Loo,employee,INC0000000476,2024-01-16 07:48:46.579004157,2024-01-16 07:48:46.579004157,Resolved,Email system delays impacting communication,Service Desk,2 - High,Software
Fred Luddy,Luke Wilson,2024-01-11 13:27:00,Bud Richman,admin,INC0000000477,2024-01-16 04:46:37.216254762,2024-01-16 04:46:37.216254762,Closed,Email system access issue reported by user,Service Desk,2 - High,Software
Charlie Whitherspoon,Beth Anglin,2024-01-12 22:57:00,Bud Richman,system,INC0000000478,2024-01-25 09:03:27.471128808,2024-01-25 09:03:27.471128808,Closed,Email system running slow since yesterday,Service Desk,2 - High,Software
Fred Luddy,Charlie Whitherspoon,2024-01-13 11:11:00,ITIL User,system,INC0000000479,2024-01-19 23:38:54.903339589,2024-01-19 23:38:54.903339589,Closed,Email system outage reported by multiple users,Service Desk,1 - Critical,Software
,Fred Luddy,2024-01-14 11:21:00,David Loo,admin,INC0000000480,2024-01-15 11:21:00.000000000,,In Progress,Printer not connecting to network,Hardware,2 - High,Hardware
,,2024-01-15 17:50:00,ITIL User,employee,INC0000000481,2024-01-15 17:50:00.000000000,,New,Email system response delay,Service Desk,2 - High,Software
Howard Johnson,Howard Johnson,2024-01-16 00:01:00,Bud Richman,system,INC0000000482,2024-01-20 07:24:20.707243741,2024-01-20 07:24:20.707243741,Closed,Unexpected database outage,Database,1 - Critical,Database
Charlie Whitherspoon,Howard Johnson,2024-01-16 19:48:00,Don Goodliffe,system,INC0000000483,2024-01-29 06:20:01.472999590,2024-01-29 06:20:01.472999590,Closed,Cannot access email on my desktop,Service Desk,2 - High,Software
,,2024-01-17 05:50:00,David Loo,employee,INC0000000484,2024-01-17 05:50:00.000000000,,New,Email system response delays impacting workflow,Service Desk,2 - High,Software
,,2024-01-18 20:01:00,Don Goodliffe,employee,INC0000000485,2024-01-18 20:01:00.000000000,,New,Email system down for multiple users,Service Desk,1 - Critical,Network
Beth Anglin,Howard Johnson,2024-01-18 20:05:00,Don Goodliffe,system,INC0000000486,2024-01-23 16:18:27.993116682,2024-01-23 16:18:27.993116682,Resolved,Email server outage reported by multiple users,Network,1 - Critical,Network
Charlie Whitherspoon,Luke Wilson,2024-01-22 10:51:00,ITIL User,admin,INC0000000487,2024-01-28 04:05:44.375913195,2024-01-28 04:05:44.375913195,Closed,Email system down for multiple users,Service Desk,1 - Critical,Network
Luke Wilson,Beth Anglin,2024-01-23 01:05:00,ITIL User,admin,INC0000000488,2024-01-26 21:07:38.278248741,2024-01-26 21:07:38.278248741,Resolved,Email system downtime affecting entire department,Service Desk,1 - Critical,Network
Howard Johnson,Charlie Whitherspoon,2024-01-26 01:00:00,David Loo,admin,INC0000000489,2024-01-27 16:07:07.866387084,2024-01-27 16:07:07.866387084,Closed,Email system outage reported by multiple users,Service Desk,1 - Critical,Network
Beth Anglin,Luke Wilson,2024-01-26 05:21:00,ITIL User,system,INC0000000490,2024-01-22 17:27:31.179004447,2024-01-22 17:27:31.179004447,Closed,Email system outage reported by multiple users,Service Desk,1 - Critical,Software
,Howard Johnson,2024-01-26 08:57:00,ITIL User,admin,INC0000000491,2024-01-26 08:57:00.000000000,,In Progress,Email system outage reported,Service Desk,1 - Critical,Network
,,2024-01-26 18:40:00,Bud Richman,employee,INC0000000492,2024-01-26 18:40:00.000000000,,New,Email client crashes repeatedly on startup,Software,2 - High,Software
,Charlie Whitherspoon,2024-01-27 03:26:00,Don Goodliffe,employee,INC0000000493,2024-01-28 03:26:00.000000000,,In Progress,Email system slow and unresponsive,Service Desk,2 - High,Software
,Luke Wilson,2024-01-27 06:42:00,ITIL User,admin,INC0000000494,2024-01-27 06:42:00.000000000,,In Progress,Email system access issue reported by user,Service Desk,2 - High,Software
,,2024-01-27 08:21:00,ITIL User,employee,INC0000000495,2024-01-27 08:21:00.000000000,,New,Email server not responding,Network,1 - Critical,Network
,,2024-01-28 17:55:00,ITIL User,employee,INC0000000496,2024-01-28 17:55:00.000000000,,New,Email system downtime reported by multiple users,Service Desk,1 - Critical,Software
,,2024-01-30 00:45:00,Bud Richman,employee,INC0000000497,2024-01-30 00:45:00.000000000,,New,Email service is down in Marketing Department,Service Desk,1 - Critical,Network
,,2024-01-30 12:24:00,Bud Richman,employee,INC0000000498,2024-01-30 12:24:00.000000000,,New,Email system downtime reported by multiple users,Service Desk,1 - Critical,Network
,,2024-01-31 04:09:00,Don Goodliffe,employee,INC0000000499,2024-01-31 04:09:00.000000000,,New,Email client crashing frequently,Software,2 - High,Software
