number,opened_at,amount,state,short_description,ci,user,department,category,processed_date,source_id,type,location,processing_period
58b0b869-c3f7-45c7-9be3-15e15fcfd230,2024-07-04 13:17:58,14298.0,Submitted,Kind Mrs imagine sing simple one.,truth,david57,Development,Travel,2024-07-06 09:00:31,0e28a115-cc56-4992-a3ed-00e68059354c,One-time,Europe,1
5649aa58-1187-46ec-8ede-36e445c36f97,2024-05-18 01:53:17,118566.0,Declined,Pressure site simply parent record range. Service,certain,tmorgan,Product Management,Assets,2024-09-15 09:33:26,bce21c69-e307-4073-ad11-a9f3e4bcd200,Recurring,South America,120
1047f64f-ff31-45e8-b094-9fd8511bbdc1,2024-03-31 12:37:20,39708.0,Processed,Style skin through one yeah range.,treat,ynelson,Finance,Services,2024-06-12 10:27:04,35b7da7f-ff78-4196-b8b6-a8f6aafc1f51,One-time,South America,72
2ff21c96-f415-4b57-af86-b6c6694767fb,2024-01-06 11:54:03,17606.0,Pending,Security might amount soldier trip customer.,board,wromero,IT,Services,2024-04-08 11:39:12,317e33b4-ac7a-4513-8d1c-65a920263831,One-time,Africa,92
9ead7e89-82f9-4c76-a259-9280cb37d3d6,2024-10-03 18:53:39,41402.0,Submitted,Mother white represent receive with job response.,material,mstark,Sales,Services,2024-10-04 23:27:24,7d03e993-4def-4a23-847a-86106034dc14,One-time,South America,1
803b7f5d-57fb-40f1-8780-5f715409b6e0,2024-04-01 15:54:13,20107.100000000002,Declined,Develop imagine man surface positive activity if learn. Cloud,home,jamesgarcia,HR,Travel,2024-10-02 23:51:29,d15f09ae-6072-4d20-899d-f7541334f6da,One-time,Africa,184
58e45a08-a9b0-447a-a81a-b65ac0735f12,2024-07-25 01:27:33,31815.6,Pending,Door item image down require sport. Service,read,solomonsydney,Development,Services,2024-02-11 21:51:34,1077b5ac-e91e-450c-b7cf-af7f174ce473,Recurring,Asia,-165
de8dbadc-c637-45f7-aa94-a03aadce58cc,2024-01-29 16:09:28,47456.4,Pending,Not enough machine race boy issue last guy. Travel Asset,board,mstark,Finance,Travel,2024-06-04 23:24:06,f4073a3a-b5f3-41c3-8a8f-b65387773b94,One-time,Africa,127
301cf41c-bc8b-4f86-9776-d2ebd0c7df14,2024-03-31 04:04:17,29415.100000000002,Declined,Energy teacher necessary however possible. Cloud,heart,david57,HR,Travel,2024-02-16 07:18:32,8fb25b3f-6920-4532-bddd-76acd6c67a5e,Recurring,Europe,-44
429856ad-c902-4259-a59e-2c805f25080a,2024-01-02 17:48:53,25996.100000000002,Processed,Firm single nation truth. Cloud,year,larsoncassandra,Development,Travel,2024-09-26 14:33:00,315021af-af88-48e3-a998-92a1a915b735,One-time,Africa,267
628041bc-dfc3-4de6-9f98-b505a6ccd353,2024-06-02 20:05:52,23451.0,Submitted,Store most return require. Travel,amount,david57,Development,Services,2024-08-16 13:13:53,6f8a0600-ed94-451d-ba0b-f6035311509a,Recurring,South America,74
83f83855-e882-48e0-97bf-d387279e6a7f,2024-09-27 07:23:49,20956.5,Processed,Director key or determine. Travel,likely,ksutton,HR,Services,2024-10-20 19:44:52,a683bb19-b8a2-4811-b2cd-a3a0db607fba,Recurring,North America,23
cc91ef08-e221-4c34-8fc2-97ba9dbb32f8,2024-01-07 03:33:42,62256.96,Pending,Reality site oil friend. Service Asset,home,jesusnicholson,Finance,Travel,2024-04-13 09:22:46,51b1e48e-aeba-4abd-a15a-009f65e9a9f0,Recurring,North America,97
f9b14a75-22aa-48cd-9206-9510e598e74c,2024-07-15 12:38:13,175273.02,Processed,Measure coach far matter decide. Travel Service Cloud,fear,mstark,Product Management,Travel,2024-08-06 15:04:07,4c65b3e6-03a8-4d88-b715-0354cf64fb94,One-time,Asia,22
4c166620-6809-46fb-b837-a732155bde8f,2024-05-27 04:04:50,21430.5,Declined,Bank participant how try ready agree parent machine. Cloud,read,larsoncassandra,HR,Travel,2024-08-16 22:10:34,fd075d98-3670-4171-9621-9235be257c2e,One-time,Africa,81
28ef3c07-98a4-44fd-982e-bb10d294deee,2024-08-20 03:42:21,63318.0,Processed,Especially eight big know us difference class.,record,gloria71,Product Management,Services,2024-09-29 12:05:03,20001bba-8964-4c7e-960e-e3cf7b8f7c56,Recurring,Europe,40
e2a9853d-6095-4411-8dcc-5bab2f247e32,2024-08-31 04:35:28,18327.6,Processed,Power baby picture cup environment. Service,history,williamgraham,IT,Services,2024-10-12 05:25:16,c9dbee3f-a088-4ca2-b7f3-9df991bfcbd6,One-time,North America,42
d1f968db-4978-4751-a7d8-7be618bccefc,2024-10-20 03:25:17,42433.200000000004,Pending,Tough treatment the specific decision treatment himself see. Equipment,lay,davisamanda,Sales,Miscellaneous,2024-05-22 20:02:06,6c8ea4fb-cf64-4829-81d2-55c4dec2914c,Recurring,Asia,-151
3f6ce561-60e9-4708-b0f0-79c6815d5f88,2024-09-28 07:58:00,51878.0,Pending,Sound industry bank week.,amount,ifoster,Customer Support,Travel,2024-01-31 13:50:12,7fc9ab46-8a66-4ca7-9c16-e3f672e914ff,Recurring,Europe,-241
db3d2f91-b01f-4b96-b58f-494b39b103ed,2024-06-14 09:40:59,26623.0,Processed,Address write challenge identify.,soon,ryananderson,HR,Travel,2024-10-05 22:57:54,cd991580-4c56-4294-83df-3a99127ac8d8,One-time,Asia,113
942b36f1-accc-4a22-bbaf-4626d986594d,2024-05-10 21:49:06,92856.0,Declined,Least pull situation memory recent group central.,treat,igarcia,Customer Support,Assets,2024-10-23 20:53:17,00a85eb8-f009-4ed2-a4bc-ff635d5842cc,One-time,Asia,165
b5d95073-95d6-44b1-876b-209a05936f05,2024-08-21 19:17:03,46610.928,Declined,Sea kind respond question arm hair interest lead. Travel Service Cloud Asset,board,downscorey,IT,Travel,2024-10-21 18:19:13,30863cd6-a862-440d-b137-a8e84e482c74,Recurring,Asia,60
5982d08d-0832-401e-a432-cc53648b10e7,2024-03-17 20:55:38,72768.96,Submitted,Beyond sure become one allow front a. Service Asset,heart,xsmith,Customer Support,Assets,2024-01-17 22:01:17,b5c6b065-9706-4265-8232-3eff30850b76,Recurring,North America,-60
0728baaa-f508-4e18-b4dc-d6cc46676b6d,2024-08-20 00:23:03,22378.0,Processed,Kitchen road after.,lay,richard36,Development,Services,2024-10-27 04:52:34,684a455b-c513-472e-b831-d4d2123eaf85,One-time,Asia,68
c0f9c280-c90c-4521-b354-74d38821b159,2024-07-10 01:35:28,43981.600000000006,Declined,Husband want voice everyone. Asset,treat,gloria71,Customer Support,Services,2024-06-27 19:43:21,e91c7575-eda2-4fa9-8dab-5afd5dd4ca45,Recurring,North America,-13
e46534b4-a4e5-4b9b-a99f-228817998d3d,2024-07-23 06:50:02,85037.40000000001,Submitted,Imagine store step leader against figure stop. Equipment,heart,marquezalexandra,Customer Support,Assets,2024-07-01 12:36:09,44e3b532-3c2f-4ae3-b230-8dd4612b2bcc,One-time,Africa,-22
31585b63-c03e-4106-ba86-d7aebc398a96,2024-01-15 00:26:45,91761.8,Submitted,War drug cup rate seek place. Cloud,certain,ksutton,Product Management,Services,2024-04-02 19:11:40,5bde1418-ab63-4b93-a897-f279190ed6ea,Recurring,Africa,78
f056d9db-3278-446b-b36d-d2d613ef1369,2024-06-06 23:03:23,33261.0,Pending,Leader year sure blood.,seat,smithstephen,Sales,Services,2024-04-14 18:26:28,48276d66-b355-4fb9-bd63-027d4a4ebee9,One-time,Asia,-54
53379d81-ce2b-4081-899c-91cca566c0f7,2024-08-15 03:24:08,53964.0,Submitted,Either democratic site trip home. Travel Service,material,salasalexander,IT,Miscellaneous,2024-03-22 11:33:00,2f4f7d30-aa4e-4d6c-81fa-45a1d1703875,Recurring,Asia,-146
ba8f0183-7ad9-4c85-9dda-5dad836b81ec,2024-02-12 07:47:55,16942.0,Submitted,Compare opportunity operation be audience significant.,likely,thomasparrish,HR,Services,2024-01-28 14:05:37,faba8dc7-8de8-4d54-9c3f-8d4b360b1a73,Recurring,North America,-15
1a9acf37-bf9b-436d-a5dc-13fbe3fc624b,2024-03-20 06:30:52,82693.0,Submitted,Paper whatever particularly through eight claim wall long.,heart,gloria71,Customer Support,Assets,2024-05-10 22:00:52,c5aacfff-7023-426b-a928-ebed4986437a,Recurring,North America,51
83b76458-c095-450a-aa1b-222e926bcfc1,2024-03-27 09:41:17,12271.0,Pending,Treat represent apply attorney of find time political.,board,tmccoy,HR,Services,2024-06-14 23:07:08,9fff1371-6b0c-4861-b538-4eabd1124e71,One-time,Asia,79
2524226e-4203-4203-b3cd-76ce926878a7,2024-10-13 16:24:56,16500.8,Declined,Can them girl account exactly. Asset,certain,dwaters,HR,Travel,2024-02-21 15:33:35,c9f38dfb-6845-41c3-bae2-c3a823d86b6d,Recurring,Africa,-236
2e4aafd9-ccf6-437b-914e-0911bb1ae48e,2024-04-02 14:57:22,87512.4,Declined,My wife away cup color kind. Service,fear,igarcia,Product Management,Services,2024-06-22 21:01:25,dbdd6e97-b7d9-439a-9b6b-8f12cde4ed17,One-time,North America,81
2e6d3bef-556e-4f95-9c31-92903488b738,2024-08-30 18:57:03,28082.600000000002,Pending,Sport day do deep contain. Cloud,likely,andersonclarence,Development,Travel,2024-03-20 12:08:11,a4578406-44fe-4e6d-bcdb-6fbcee4df580,One-time,North America,-164
a5b45459-24e6-40d0-83ea-664430341913,2024-02-18 20:28:25,11507.2,Declined,Identify onto receive feeling Congress right see. Asset,certain,xsmith,HR,Services,2024-06-15 07:32:50,fac10e02-6ee0-4edc-a141-a9bc095d8134,One-time,Europe,117
65e50594-14f0-42df-b3a0-487657904ecf,2024-06-24 18:54:41,65683.2,Submitted,Standard southern boy prevent Congress world describe drug. Service,lay,lopezbrittany,Customer Support,Miscellaneous,2024-10-09 11:28:12,0c09e512-52b9-4ae0-89f7-617aad196ee9,Recurring,South America,106
a9fcf430-0f18-4ed6-a505-32bf530fcdd1,2024-01-23 00:57:35,64517.0,Processed,In organization trade its push.,year,ifoster,Product Management,Assets,2024-10-10 19:05:38,91eaab3d-a980-4ff9-9dff-a1ccc564efed,Recurring,Africa,261
f391118f-30e9-4818-bc33-10674605135f,2024-04-10 12:57:25,24027.6,Submitted,Special view wish fill manage visit. Service,lay,aaron97,Development,Services,2024-04-26 21:35:48,6f4b6407-c1d4-4be5-9688-2c114b61d406,Recurring,South America,16
3a11067e-b8b3-4f08-806c-a24a0007cfa0,2024-05-16 23:14:04,13257.0,Declined,Born choose environmental peace him create could she.,fear,igarcia,IT,Travel,2024-07-01 12:56:25,085610a8-fbbe-42f9-9f95-3153dd81027b,Recurring,Asia,45
8b379b38-9568-4a9e-bf88-1e5ccc2b8051,2024-01-18 20:57:26,51570.48000000001,Submitted,Level we term look live serve arrive success. Cloud Asset,seat,downscorey,Finance,Services,2024-09-19 07:38:34,b1daf3bb-7c01-4b39-a4aa-e41045f6380e,One-time,Africa,244
a987cd26-a695-44ab-b50a-76fe76b343fe,2024-03-29 17:33:46,79506.33600000001,Pending,Arrive night here site front race under. Service Cloud Asset,likely,jeanettelopez,Finance,Miscellaneous,2024-07-06 20:12:52,7db85455-52e2-49d8-aa80-cca32faad43e,Recurring,North America,99
5e6fdba3-de8a-4332-902c-740ac897420a,2024-09-23 16:08:51,70334.55,Pending,Operation attack though hospital hour then dinner good. Travel Cloud,amount,hthompson,Sales,Services,2024-07-08 09:32:46,a99ef7ec-fdd7-4845-9ecf-01c3a87a67be,Recurring,Europe,-78
d8045b5b-119e-47f4-85af-7d5ae1fc239d,2024-09-13 07:05:03,39987.0,Declined,Although activity way partner late six. Travel Equipment,seat,jesusnicholson,HR,Services,2024-03-17 06:40:35,a2f51f92-34ea-4be5-8b04-ed03fc86c102,Recurring,North America,-181
acd81c9b-dd4c-4c87-b9a5-88be84baa580,2024-09-03 18:53:16,12415.2,Processed,Similar well far test. Asset,home,igarcia,HR,Services,2024-10-04 06:39:09,45902376-6613-448e-86fe-90cfa84e39c2,One-time,Asia,30
6ff18ef0-9005-4bc4-851f-de6072e0fb4c,2024-07-10 00:27:31,31181.8,Submitted,Stop student often green situation newspaper. Cloud,task,donald65,IT,Services,2024-03-11 14:50:09,b49db59e-f1cf-4c11-9c8d-c60201606021,Recurring,Asia,-121
9d19fd00-a5de-4633-855c-2b51e33de6f9,2024-02-05 11:55:28,40849.600000000006,Pending,The role physical hot drive create scene. Asset,read,gloria71,Customer Support,Services,2024-10-09 01:31:14,6561d0c9-9e5c-4bc0-9a2e-0e51861180d9,Recurring,North America,246
fa7c51bf-4384-4613-a6e5-4acfc029f553,2024-05-29 16:03:33,28522.5,Submitted,Center energy decade everything. Travel,record,gloria71,Development,Assets,2024-09-04 12:13:11,a6c65bfa-9f2f-4abe-9022-2f5218efe266,One-time,South America,97
d1754743-71dc-4eef-9af8-ea68896b2eed,2024-10-18 19:36:24,66472.0,Pending,Indicate job someone hit white that despite.,history,gberry,Product Management,Assets,2024-04-29 15:05:24,276633bd-df2e-490f-b72e-776ea17756ec,One-time,North America,-173
d06578ef-bbab-4829-a6ff-2335d1602cd8,2024-06-07 14:00:37,40508.1,Processed,Happy chance month. Equipment,read,jeanettelopez,Finance,Assets,2024-09-20 06:51:50,30f3aec7-f168-41aa-9ef6-3d3879ca27d9,One-time,Europe,104
f56d67dd-a6bb-4a5e-b671-a9d89b6c209c,2024-10-03 08:00:52,67102.1,Pending,Senior really live who suffer. Cloud,task,david57,Sales,Assets,2024-04-20 00:34:20,28252720-bf73-465f-a2cc-1c7bf3d6b9ac,Recurring,South America,-167
678aafed-4382-499a-906c-7d6cd683f4b3,2024-03-21 23:25:32,11688.0,Declined,Yourself it charge reveal amount.,treat,williamgraham,Development,Assets,2024-06-13 12:00:08,d45efb3a-39a9-4400-82b2-15101d3b2790,One-time,South America,83
b5a28d5f-c08c-489d-adb6-c1ddf639b280,2024-05-28 15:53:59,73011.0,Processed,Heavy outside past nation animal argue learn shake.,truth,tmorgan,Customer Support,Travel,2024-07-19 12:25:29,591f4dad-e4b7-4299-911b-6c886f1a8b79,Recurring,Africa,51
5bb2c04c-366d-4e17-990f-41ccb64dc978,2024-03-26 03:15:07,16426.0,Declined,Marriage between them vote local we give can.,certain,jennifer14,HR,Travel,2024-07-22 09:51:40,ff088dbb-fd78-43f4-915d-01393634e182,Recurring,Asia,118
926d27ac-af31-4904-b693-720cfb459062,2024-04-02 15:20:41,41162.4,Pending,Citizen woman picture tree experience probably. Asset,truth,larsoncassandra,Finance,Travel,2024-05-03 23:04:00,53214f14-c4b6-4213-ae1b-cd34f1380274,Recurring,North America,31
d638efe5-fdaf-4294-a479-a0e8ff111db2,2024-04-20 22:14:01,81702.40000000001,Processed,Grow give indicate. Cloud,fear,thomasparrish,Finance,Miscellaneous,2024-05-17 10:05:39,31ac9e6b-9b53-4372-b044-645559387d60,One-time,Asia,26
a3d4b5d9-ad6e-4fc5-99f9-3e8f7d283332,2024-09-18 14:24:50,34929.700000000004,Processed,Information town kitchen. Cloud,lay,smithstephen,Development,Services,2024-10-08 12:26:41,bcceb539-224b-4f93-94a5-3546ae735f14,Recurring,Africa,19
25e0ea75-f7c6-41f0-b9a3-95157a4dd8e8,2024-02-28 13:18:45,37173.12,Pending,Significant situation position smile marriage. Service Asset,read,ifoster,Sales,Travel,2024-06-20 06:12:27,14d2a974-e287-4337-bece-ebfdcc21c7f0,One-time,Africa,112
c9639911-b0b3-48ca-9811-b44d75418d41,2024-04-07 05:29:17,63985.0,Declined,Order nor might tend tonight ten line think.,read,christopher10,Sales,Assets,2024-02-11 00:28:26,d9ce25f6-c047-41f2-856c-2e98f47b1af7,One-time,Europe,-57
972dab7b-5e97-4ea7-8fbe-e4741fe05e5e,2024-05-17 23:37:24,89198.0,Declined,Majority term create people standard itself interview.,amount,salasalexander,Customer Support,Miscellaneous,2024-05-31 02:03:42,63809646-1e64-4be6-8d8c-a7029be7cb07,One-time,Asia,13
eec53152-6268-4c1e-9ba2-8d1564ea4121,2024-07-13 05:16:11,16707.0,Submitted,Nearly service store.,seat,larsoncassandra,Development,Services,2024-04-10 22:13:31,00a53a91-d0a8-4c26-8bdb-2954ee4ee1d0,Recurring,Africa,-94
8fdc0595-21fb-4967-bf50-338e5c9a2561,2024-06-27 20:36:10,17960.0,Submitted,One challenge store notice her.,home,lopezbrittany,Development,Services,2024-08-18 21:22:19,c5f0feb7-90a5-487c-8e42-4215d89784ea,One-time,South America,52
0e2b2bbd-3110-4948-8bd8-ef2c24c4cb0b,2024-06-22 04:23:08,53611.200000000004,Declined,Environmental quality organization Mr national chair dog interesting. Equipment,contain,marquezalexandra,Customer Support,Services,2024-10-24 13:23:39,c791634e-e2be-4493-a668-bd92df7f3270,Recurring,Africa,124
ba987ffd-f65e-485d-ac34-782058f7def3,2024-02-02 00:31:36,45977.0,Submitted,Most discover wall.,certain,richard36,Finance,Services,2024-05-25 20:46:11,ac0182a5-caec-4bf2-bb0c-4606c1adf682,Recurring,South America,113
f2c29dba-0052-48bd-8342-80eb2d36a395,2024-07-12 04:21:56,19486.8,Declined,Inside easy face seem beyond. Travel Service,history,jamesgarcia,Development,Assets,2024-01-21 16:48:00,52d8dfa7-1dd3-40f6-a8d3-0a68f0086317,Recurring,Europe,-173
271a6e1b-53c1-4aaa-a289-be456c385c69,2024-03-06 19:17:28,27051.600000000002,Pending,Available foot help it. Travel Asset,certain,lbrewer,HR,Services,2024-03-22 18:52:41,93afe451-d24b-4b86-97a2-47e8996e98c2,Recurring,Europe,15
eacad732-e317-43fd-bef9-81c1684d7753,2024-10-29 05:02:46,91044.0,Pending,Deep consider player leg same purpose.,lay,donald65,Product Management,Services,2024-01-05 12:07:49,0f47e005-9c2b-4fe3-89dd-5e10820685c1,One-time,Africa,-298
046758d8-32dd-464c-91cf-284bb486b6b1,2024-01-02 13:49:51,75298.5,Submitted,Major able suggest authority street easy send. Equipment,year,kennethbennett,Product Management,Services,2024-01-31 17:02:15,204fc63a-70dd-49c6-ab93-39d4d5cbe42a,Recurring,North America,29
b39c40cc-9546-49ae-b194-0647df801cb0,2024-10-22 22:48:25,44859.200000000004,Declined,Own energy environment. Asset,year,oscarandrews,Sales,Services,2024-05-13 13:28:40,455c8d7e-36bf-43fc-8edf-74efe61813ee,Recurring,South America,-163
c72a4cc2-1892-4960-90ef-fe07be181609,2024-02-20 09:04:10,16361.279999999999,Processed,Language size pretty major carry development. Service Asset,heart,riveraholly,HR,Services,2024-09-18 07:32:26,d0d6351f-9103-4cf7-ab06-235b0cb4712b,Recurring,Africa,210
c12c2bc2-251f-4976-9640-52939dcadb53,2024-06-10 21:29:34,54090.0,Submitted,Million yourself consumer right. Equipment,fear,marquezalexandra,Finance,Services,2024-01-12 07:51:41,c5ebf7ee-9460-4a5c-bb59-9ebbeb70975d,One-time,Africa,-151
0b56cd66-85c2-480b-be3f-7a15d3a50e4f,2024-06-19 21:37:56,52778.700000000004,Submitted,Technology food Mr. Equipment,task,lopezbrittany,Customer Support,Services,2024-02-18 16:12:32,30241e1f-a41c-4469-aa83-9b0e14a7e1aa,Recurring,Europe,-123
b5d7545b-687a-4778-822a-48e152b29269,2024-04-08 02:21:19,111151.2,Declined,Ok response check level. Service,certain,robert95,Customer Support,Miscellaneous,2024-10-07 03:55:23,62632ca7-44c0-4727-adae-aed4793c1638,One-time,Africa,182
df2b1f74-883a-4704-9380-81663f2bc1d5,2024-02-24 15:46:01,72755.28000000001,Processed,Next throughout play purpose as debate whose never. Cloud Asset,seat,jamesgarcia,Product Management,Services,2024-10-25 10:31:29,c18af3ed-6e41-48be-8042-38ff4ab911aa,One-time,Africa,243
78da4e06-3f1c-4f79-b106-719d9ba0aa41,2024-05-31 16:06:40,67477.41,Processed,Smile under us while. Cloud Equipment,soon,lphillips,Sales,Travel,2024-07-14 02:44:08,e831c14f-f7dd-48d6-a299-20429abbd731,One-time,Europe,43
9d86c6a9-1a37-4f25-8ce2-ce8849742a5d,2024-10-09 18:23:44,27652.0,Processed,Thus certain up design.,certain,hthompson,IT,Services,2024-10-19 17:20:17,8ad7b809-d96e-4e8f-8b09-38295e3f39a9,Recurring,North America,9
19ef71a7-411f-4ce2-bf2e-5830cbc3318d,2024-09-01 04:45:55,53558.4,Submitted,Ever major help response. Asset,contain,solomonsydney,Product Management,Assets,2024-06-21 01:08:09,b6202b32-fdcd-4ab0-95ff-391c15a8b299,Recurring,South America,-73
cd7b967e-d55c-414c-b154-bae42be32cf2,2024-01-18 20:09:09,93447.0,Declined,Sound administration product than. Travel,soon,lbrewer,Sales,Services,2024-05-07 23:26:37,a9b6647e-67d0-4be9-aeaf-d1ba8f2a15d4,One-time,Europe,110
f334368c-1f20-461b-adc8-6858da0b1885,2024-04-01 19:00:04,21112.2,Submitted,She glass large performance. Travel Service,soon,elizabethmedina,HR,Assets,2024-03-26 10:58:25,0efeb85d-6054-4920-827f-e993868bfa0f,One-time,Africa,-7
79853a88-1156-4a46-9920-b306343a5a96,2024-06-19 09:37:52,22519.0,Declined,Start now but red product third.,read,tmorgan,IT,Travel,2024-09-30 22:25:37,0dec0fca-8098-40e3-b38c-b75158739eee,Recurring,North America,103
9c379020-6bd0-4bc1-9ea1-a60b3595bc7e,2024-04-17 05:10:02,41035.0,Pending,Carry building finish.,history,gloria71,Finance,Assets,2024-09-01 12:23:54,5820916c-0279-4fcb-a134-c6f2a269e86f,One-time,South America,137
8c71a998-deda-46b0-85fc-aefd93e880da,2024-08-13 16:02:56,75337.2,Submitted,May doctor quality section television foreign well. Service,fear,thomasparrish,Finance,Miscellaneous,2024-10-07 01:56:09,7002b5c3-bc0a-4786-9bc2-889fc0ca5062,One-time,Europe,54
1e1a3354-1ce1-4ad5-9065-eea0bee743fc,2024-09-23 06:18:47,47764.0,Declined,Floor paper experience campaign know.,read,williamgraham,Finance,Services,2024-07-08 03:48:00,6e0edd0d-dc07-4d4e-a63b-de0161db27f0,One-time,Africa,-78
d6038700-1c8d-485a-8afd-854813bd441d,2024-02-12 15:26:59,13477.0,Submitted,Daughter guess success long.,home,thomasparrish,IT,Services,2024-10-22 11:29:07,cc3a04f8-1fbb-48d1-9a01-3bfa6d96aa9a,One-time,Asia,252
ad80d51d-eda2-4cae-92f8-e02c366937eb,2024-03-29 07:55:58,60968.700000000004,Declined,Model somebody series. Equipment,soon,lopezbrittany,Product Management,Assets,2024-03-26 10:08:30,eb55fc15-aa6b-4981-9073-b3723ff6b56f,Recurring,South America,-3
d99ba065-4c1a-4175-8066-09432b403c16,2024-07-03 18:30:41,18869.760000000002,Submitted,Surface walk young you explain range. Cloud Asset,task,orodriguez,Development,Assets,2024-10-27 09:39:38,881cbeec-013f-4656-9a8e-6257b7f84e95,Recurring,Africa,115
f8ef352b-5e5f-4017-a090-237651a6c620,2024-03-21 16:40:59,88390.8,Pending,My cover group seven yes people. Equipment,contain,david57,Customer Support,Services,2024-09-02 20:27:12,5cd70b1b-54ab-45be-a492-043cf39adda4,One-time,Africa,165
f0cdab46-9002-40bb-8d89-6ee2572c34cd,2024-08-14 19:54:33,65847.6,Processed,Your reduce present next apply bring. Equipment,truth,martin69,Product Management,Services,2024-09-12 10:38:25,d5939843-8091-4e18-af75-57c053e00f8e,One-time,Africa,28
bdfb738f-ac0a-475c-8f9c-37a97129a0ed,2024-04-30 08:03:28,25969.5,Pending,Per officer ahead energy sense. Equipment,fear,lphillips,HR,Miscellaneous,2024-08-21 14:34:57,cb588cac-c084-46fd-85d7-8c2d7e2a9cbd,One-time,North America,113
ecf1beff-47ad-46d7-8c78-d4b75d2b9ba3,2024-09-13 22:30:36,56072.0,Declined,Decade night common friend phone according here. Asset,certain,smithstephen,Customer Support,Travel,2024-05-03 08:07:23,d2ae162c-a0e1-4d87-adf4-c739bdf43184,One-time,Africa,-134
4f89e6e7-b7b1-4bff-abd7-be1085d388a4,2024-07-22 16:35:29,10593.6,Processed,Step part ago develop. Service Asset,fear,igarcia,IT,Assets,2024-08-14 11:31:28,b80d5009-064b-4a38-98e9-9c3102e87337,Recurring,Asia,22
8e5f7760-a183-44e6-baad-3164937e2f4d,2024-06-12 13:36:01,51570.0,Declined,Themselves get on write.,fear,robyn92,Customer Support,Services,2024-02-12 19:06:58,4d506872-21a6-40ca-b4bd-52380813a8a3,One-time,North America,-121
73e6d3c9-7553-401b-ac0e-a89e64318b18,2024-01-02 12:36:30,36285.0,Processed,Smile world hotel create network. Travel,heart,jacksontodd,IT,Travel,2024-09-26 12:02:48,10a28a45-e53e-4315-8348-2b080c048959,Recurring,Asia,267
a4c53f45-a410-4054-8015-b74617beed92,2024-03-29 14:44:11,76532.4,Pending,Reason blood federal film table. Travel Service,amount,mstark,Sales,Services,2024-07-18 05:26:55,fd9f34be-00c5-4727-9c59-7d08626be4d5,Recurring,Europe,110
d383dc1b-054e-4bde-b719-8587321e487f,2024-07-31 10:31:07,51443.6,Submitted,Assume magazine discuss take I while. Cloud,read,williamgraham,Finance,Services,2024-09-07 18:05:02,7cf6b9a1-f3ed-448a-a4c4-12516ced24bb,Recurring,Europe,38
4212715b-a007-4bb4-9cfb-b29dff4ee950,2024-05-29 17:44:41,80332.2,Pending,Music here item natural world. Cloud,task,david57,Sales,Services,2024-05-23 03:00:18,95f592d5-20e9-4840-8074-1563582a7c54,Recurring,Europe,-7
1ba3a524-b6f6-43da-b532-88a12e9d70f0,2024-03-14 17:40:42,78757.38,Pending,List arrive technology many full almost system. Service Cloud Equipment,home,oscarandrews,Customer Support,Services,2024-05-04 03:13:00,718b7f23-1239-4434-a1d2-133fcde33d92,Recurring,Asia,50
20d03a13-5c0e-44e5-8eae-909b45a69f57,2024-03-30 12:05:53,99772.8,Submitted,Any political practice yard line. Service,heart,bgordon,Customer Support,Miscellaneous,2024-10-16 19:52:35,2e96684d-2b7d-4767-bab7-e3bda1b14882,Recurring,North America,200
434a1dc0-82af-4754-ac47-602a0b26ef5e,2024-02-20 14:35:03,11194.0,Submitted,Majority both thousand year.,certain,solomonsydney,Development,Assets,2024-07-21 17:49:51,b97c65ad-41fb-4349-9349-1e54b6bd3666,Recurring,Europe,152
4ffc5de9-7ed9-426d-bfe1-92d25d5183d6,2024-03-16 00:59:43,64533.6,Pending,Medical the those themselves. Service,fear,solomonsydney,Customer Support,Assets,2024-08-27 14:58:24,0a3c2c3b-0d18-46c8-a620-8c70be7d190b,Recurring,Asia,164
7851651b-8d6a-4f39-817c-97fd25cb1694,2024-02-19 10:30:46,29228.940000000002,Processed,Ability information mean event travel. Cloud Equipment,among,lphillips,IT,Services,2024-03-06 04:20:50,b3f2ba36-f4aa-47ed-97c7-65b1606c65be,Recurring,Asia,15
2c0b920e-89ea-4a2f-9061-56a9169dac6d,2024-08-11 23:34:09,18990.0,Declined,Across money east whatever. Travel,soon,jamesgarcia,IT,Services,2024-03-01 18:18:39,aa2768fc-dd53-4d61-aae9-60d3dba42c2c,One-time,Europe,-164
d9194637-773f-48cb-856a-6d0894678683,2024-05-20 18:12:33,22133.0,Pending,Policy pretty item.,among,robert95,HR,Assets,2024-08-16 06:00:50,79d137a1-3fe2-4d1b-af09-dd66d08f2412,One-time,South America,87
0c3609a9-a6b4-461e-80ea-c448433211b1,2024-09-09 19:31:42,26824.8,Submitted,Character party clear project course follow quickly offer. Service,fear,orodriguez,HR,Services,2024-09-01 08:19:39,56fd9b3a-a03b-475c-b7c0-0116a43b16fe,Recurring,Europe,-9
12cd94fe-e626-450c-ba41-49805fd79c5b,2024-04-05 08:48:15,81346.5,Processed,Writer view bank team. Equipment,soon,jacksontodd,Product Management,Travel,2024-04-24 02:23:51,2bdc4210-688b-4d13-8608-feda59cb8ebb,One-time,Asia,18
1f499ec3-7cb9-45b8-afb5-765cff0b992b,2024-04-11 15:03:36,18875.52,Processed,Bring more someone girl. Service Asset,among,lphillips,Development,Services,2024-09-12 10:13:42,e24283dc-b725-40ef-98b9-0f51d7d49fc2,One-time,North America,153
