number,opened_at,state,short_description,ci,department,category,processed_date,source_id,type,location,processing_period
b508b7a3-98e6-4457-ace5-4b42edcdee53,2024-06-07 19:52:40,Pending,All him option.,record,IT,Services,2024-06-08 19:20:00,fd0547db-2052-4ff9-9e5b-f8b9b82fe8e4,One-time,North America,0
03d8beec-f5eb-4fc5-a4f4-e26129ddb947,2024-01-05 08:24:46,Submitted,Black prevent performance lot capital. Asset,fear,Development,Travel,2024-10-19 00:06:38,a822c26b-a16f-4a75-981c-8dd0bcabe296,One-time,Asia,287
eea34de6-53df-4d7c-ab98-8288d7205561,2024-05-26 11:05:31,Pending,Establish treatment debate improve last figure.,truth,Customer Support,Services,2024-02-17 15:54:39,1826fe00-17df-4c72-ac0f-c36354e76f83,Recurring,Europe,-99
95e3c8b4-4a3d-4c4a-b91a-a32a40abae57,2024-01-03 05:08:27,Submitted,Catch make hot decide.,likely,Finance,Assets,2024-03-12 08:45:26,923d5d65-3aca-455b-9d68-842ac03258b5,Recurring,North America,69
bc84ef62-6763-4c53-a6a1-981bebd768e8,2024-09-22 10:01:34,Processed,Until another I blue employee service.,record,Customer Support,Services,2024-10-28 17:19:04,0ea6356b-7150-4e79-bb24-d33c8ecdfc88,One-time,Africa,36
c67a8395-7cb3-4041-a7c3-82df26c8b2dc,2024-08-05 05:33:44,Pending,Sit perform management. Service Equipment,certain,Product Management,Miscellaneous,2024-05-30 13:11:31,22878b36-f770-4a94-945e-dc211f464f8e,One-time,South America,-67
6f33641c-9489-4649-908c-873ebc92f527,2024-02-09 19:49:18,Submitted,Space red wife usually realize.,lay,Customer Support,Assets,2024-09-16 17:42:25,430ce375-f976-4ecf-8ee2-7c756c2aadd5,Recurring,Europe,219
d03050b5-97fc-48fc-826f-142cbbb9c584,2024-03-18 08:04:59,Submitted,Might him spring bit party.,soon,Development,Travel,2024-05-25 13:19:47,20edc9e5-b5dc-457f-8099-fe15e35b1e7b,One-time,North America,68
bb319b61-c5e3-4baa-bfb5-aeb6d846f269,2024-04-28 00:02:45,Pending,Husband quickly remember recognize thousand. Travel Service,heart,HR,Services,2024-07-02 23:08:48,afa3c56c-7b90-4db2-b606-07be7d9b1896,Recurring,Europe,65
0b5b0d2d-8b65-4384-831b-26ff79c255fa,2024-06-24 08:43:57,Pending,Artist force perform. Travel Cloud,lay,Sales,Services,2024-02-07 02:58:58,16051d2b-6144-49aa-a627-33673f4835b3,One-time,Asia,-139
1b6023ba-3abf-4a04-8468-342eb7f2d9fd,2024-04-07 09:57:03,Pending,Middle record while trial. Travel,treat,Sales,Travel,2024-06-02 00:35:06,e28d0765-8c19-46b2-9b48-35a130e22488,Recurring,South America,55
